id,lat,lon,zip
428,40.72467721,-73.98783413,10003
472,40.7457121,-73.98194829,10016
3414,40.680944723477296,-73.97567331790923,11217
3372,40.7689738,-73.95482273,10021
167,40.7489006,-73.97604882,10016
441,40.756014,-73.967416,10022
507,40.73912601,-73.97973776,10010
368,40.73038599,-74.00214988,
3093,40.71745169,-73.95850939,11249
536,40.74144387,-73.97536082,10016
247,40.73535398,-74.00483091,10014
478,40.76030096,-73.99884222,10036
528,40.74290902,-73.97706058,10016
266,40.72368361,-73.97574813,10009
3373,40.6750705,-73.98775226,11215
477,40.75640548,-73.9900262,10018
304,40.70463334,-74.01361706,10004
3167,40.77966809007312,-73.98093044757842,10023
3322,40.668603,-73.9904394,11215
527,40.744023,-73.976056,10016
3244,40.73143724085228,-73.99490341544151,10003
312,40.722055,-73.989111,10002
116,40.74177603,-74.00149746,10011
369,40.73224119,-74.00026394,10011
491,40.74096374,-73.98602213,10010
503,40.73827428,-73.98751968,10010
3357,40.8008363,-73.9664492472,10025
259,40.70122128,-74.01234218,10004
469,40.76344058,-73.98268129,
484,40.75500254,-73.98014437,10036
445,40.72740794,-73.98142006,10009
157,40.69089272,-73.99612349,11201
459,40.746745,-74.007756,10011
3264,40.764210071690634,-73.96910458803177,10065
385,40.75797322,-73.96603308,10022
3170,40.78499979,-73.97283406,10024
358,40.73291553,-74.00711384,10014
3078,40.70925562,-73.95982218,11211
3125,40.74708586,-73.94977234,11101
479,40.76019252,-73.9912551,10036
460,40.71285887,-73.96590294,11249
355,40.71602118,-73.99974372,10013
3119,40.74232744,-73.95411749,
3383,40.804213,-73.96699104,10025
285,40.73454567,-73.99074142,10003
253,40.73543934,-73.99453948,10011
2010,40.72165481,-74.00234737,10013
281,40.7643971,-73.97371465,
351,40.70530954,-74.00612572,10005
3325,40.7849032,-73.950503,10128
303,40.72362738,-73.99949601,10012
422,40.770513,-73.988038,10019
343,40.69794,-73.96986848,11251
391,40.69760127,-73.99344559,11201
3428,40.740983,-74.001702,10011
72,40.76727216,-73.99392888,10019
384,40.683048,-73.964915,11238
325,40.73624527,-73.98473765,10003
144,40.69839895,-73.98068914,11201
432,40.72621788,-73.98379855,10009
383,40.735238,-74.000271,10011
439,40.7262807,-73.98978041,10003
2023,40.75968085,-73.97031366,10022
3084,40.71348658,-73.94792458,11211
280,40.73331967,-73.99510132,10003
293,40.73028666,-73.9907647,10003
313,40.69610226,-73.96751037,11205
444,40.7423543,-73.98915076,10010
3074,40.70767788,-73.94016171,11206
3131,40.76712840349542,-73.96224617958069,10065
3098,40.71928,-73.94861,11222
3400,40.7961535,-73.94782145,10029
261,40.69474881,-73.98362464,11201
152,40.71473993,-74.00910627,10007
546,40.74444921,-73.98303529,10016
468,40.7652654,-73.98192338,10019
3335,40.6772744,-73.98282002,11215
3083,40.71247661,-73.94100005,11211
364,40.68900443,-73.96023854,11238
3092,40.7190095,-73.95852515,11249
3177,40.7867947,-73.977112,10024
518,40.74780373,-73.9734419,10016
3086,40.715143,-73.944507,11211
328,40.72405549,-74.00965965,10013
505,40.74901271,-73.98848395,10001
3068,40.7031724,-73.940636,11206
2006,40.76590936,-73.97634151,10021
457,40.76695317,-73.98169333,10019
3064,40.69681963,-73.93756926,11206
415,40.7047177,-74.00926027,10005
237,40.73047309,-73.98672378,10003
446,40.74487634,-73.99529885,10001
402,40.7403432,-73.98955109,10010
348,40.72490985,-74.00154702,10012
3066,40.69957608,-73.94708417,11206
523,40.75466591,-73.99138152,10018
485,40.75038009,-73.98338988,10018
513,40.768254,-73.988639,10019
540,40.74311555376486,-73.98215353488922,10016
3226,40.78275,-73.97137,10024
434,40.74317449,-74.00366443,10011
488,40.75645824,-73.99372222,10018
407,40.700469,-73.991454,11201
487,40.73314259,-73.97573881,10009
411,40.72228087,-73.97668709,10009
320,40.717571,-74.005549,10013
486,40.7462009,-73.98855723,10001
3163,40.7734066,-73.97782542,10023
195,40.70905623,-74.01043382,10005
306,40.70823502,-74.00530063,10038
531,40.71893904,-73.99266288,10002
493,40.7568001,-73.98291153,10036
482,40.73935542,-73.99931783,10011
3048,40.68402,-73.94977,11216
3173,40.777507027547976,-73.98888587951659,10069
435,40.74173969,-73.99415556,10011
3113,40.73026,-73.95394,11222
367,40.75828065,-73.97069431,10022
3258,40.75018156325683,-74.00218427181244,10001
317,40.72453734,-73.98185424,
3326,40.67434,-74.00194698,11231
3396,40.6783563,-74.00014502,11231
332,40.71219906,-73.97948148,10002
3152,40.76873687,-73.96119945,10021
3142,40.7612274,-73.96094022,10065
372,40.694528,-73.958089,11205
146,40.71625008,-74.0091059,10013
330,40.71450451,-74.00562789,10007
357,40.73261787,-73.99158043,10003
340,40.71269042,-73.98776323,10002
519,40.751873,-73.977706,10017
3110,40.72708584,-73.95299117,11222
3171,40.78524672,-73.97667321,10024
394,40.72521311,-73.97768752,10009
492,40.75019995,-73.99093085,10001
529,40.7575699,-73.99098507,10036
3368,40.6728155,-73.98352355,11215
3295,40.79127,-73.964839,10025
3236,40.75898481399634,-73.99379968643188,10036
427,40.701907,-74.013942,10004
270,40.69308257,-73.97178913,11205
376,40.70862144,-74.00722156,10038
3127,40.74966,-73.9521,11101
3356,40.7746671,-73.98470567,10023
2017,40.75022392,-73.97121414,10017
3285,40.78839,-73.9747,10024
291,40.713126,-73.984844,10002
420,40.68764484,-73.96968902,11238
3398,40.6746957,-73.99785768,11231
3314,40.7937704,-73.971888,10025
3284,40.781410700190015,-73.95595908164978,10128
3336,40.787801,-73.953559,10029
3150,40.77536905,-73.94803392,10028
3427,40.72430527250332,-73.99600982666016,10012
342,40.71739973,-73.98016555,
3413,40.6827549,-73.98258555,11217
533,40.75299641,-73.98721619,10018
3343,40.7997568,-73.9621128676,10025
3175,40.77748046,-73.98288594,10023
2003,40.733812191966315,-73.98054420948029,10009
426,40.71754834,-74.01322069,10281
334,40.74238787,-73.99726235,10011
3144,40.77677702,-73.9590097,10028
408,40.71076228,-73.99400398,10002
361,40.71605866,-73.99190759,10002
458,40.751396,-74.005226,10001
495,40.76269882,-73.99301222,10036
412,40.7158155,-73.99422366,10002
508,40.76341379,-73.99667444,10036
502,40.714215,-73.981346,10002
498,40.74854862,-73.98808416,10001
284,40.7390169121,-74.0026376103,10011
3166,40.78057799010334,-73.98562431335449,10023
3118,40.73555,-73.95284,11222
3112,40.72906,-73.95779,11222
363,40.70834698,-74.01713445,10280
327,40.7153379,-74.01658354,10282
3301,40.7919557,-73.968087,10025
3161,40.7801839724239,-73.97728532552719,10023
514,40.76087502,-74.00277668,10018
3106,40.72325,-73.94308,11222
346,40.73652889,-74.00618026,10014
3323,40.7981856,-73.9605909006,10025
3434,40.79025417330419,-73.97718340158461,10024
410,40.72066442,-73.98517977,10002
3151,40.7728384,-73.94989233,10028
3135,40.77112927,-73.95772297,10021
3388,40.6828003,-73.99990419,11231
525,40.75594159,-74.0021163,10001
3168,40.78472675,-73.96961715,10024
3436,40.721319,-74.010065,10013
3002,40.711512,-74.015756,10280
3077,40.70877084,-73.95095259,11206
3157,40.77518615,-73.94446054,10028
3321,40.6831164,-73.99785267,11231
3350,40.7973721,-73.97041192,10025
3404,40.6704922,-73.98541675,11215
3145,40.77862688,-73.95772073,10028
406,40.69512845,-73.99595065,11201
3376,40.76471851944339,-73.96222069859505,10065
3162,40.78339981,-73.98093133,10024
302,40.72082834,-73.97793172,10009
305,40.76095756,-73.96724467,10155
3419,40.6792788,-73.98154004,11217
354,40.69363137,-73.96223558,11205
3360,40.7829391,-73.9786517,10024
3126,40.74718234,-73.9432635,11101
3431,40.746524,-73.977885,10016
3310,40.663779,-73.98396846,11215
494,40.74734825,-73.99723551,10001
3141,40.76500525,-73.95818491,10065
336,40.73047747,-73.99906065,10012
3054,40.6894932,-73.942061,11221
3425,40.7892105,-73.94370784,10029
3361,40.6740886,-73.9787282,11215
393,40.72299208,-73.97995466,10009
3233,40.75724567911726,-73.97805914282799,10017
319,40.711066,-74.009447,10007
397,40.68415748,-73.96922273,11238
296,40.71413089,-73.9970468,10002
359,40.75510267,-73.97498696,10017
3176,40.77452835,-73.98753759,10023
3256,40.7277140777778,-74.01129573583603,10014
3429,40.68506807308177,-73.97790759801863,11243
3379,40.7903051,-73.94755757,10029
3377,40.6786115,-73.99037292,11231
3387,40.7934337,-73.94945003,10029
3148,40.77565541,-73.95068615,10028
264,40.70706456,-74.00731853,10005
366,40.693261,-73.968896,11205
326,40.72953837,-73.98426726,10003
174,40.7381765,-73.97738662,10010
416,40.68753406,-73.97265183,11205
241,40.68981035,-73.97493121,11217
3232,40.68962188790333,-73.98304268717766,11201
168,40.73971301,-73.99456405,10011
3169,40.78720869,-73.98128127,10024
448,40.75660359,-73.9979009,10018
456,40.7597108,-73.97402311,10022
147,40.71542197,-74.01121978,10007
3290,40.7779453,-73.946041,10128
3172,40.7785669,-73.97754961,10023
3370,40.7727966,-73.95577801,10075
3147,40.77801203,-73.95407149,10028
150,40.7208736,-73.98085795,
515,40.76009437,-73.99461843,10036
2012,40.739445,-73.976806,10016
3146,40.77573034,-73.9567526,10028
3328,40.795,-73.9645,10025
455,40.75001986,-73.96905301,10017
350,40.71559509,-73.9870295,10002
3140,40.77140426,-73.9535166,10075
450,40.76227205,-73.98788205,10019
449,40.76461837,-73.98789473,10019
3435,40.718822,-73.99596,10013
3259,40.74937024193277,-73.99923384189606,10001
3060,40.69425403,-73.94626915,11206
229,40.72743423,-73.99379025,10003
3430,40.71907891179564,-73.94223690032959,11222
267,40.75097711,-73.98765428,10018
3289,40.79017948095081,-73.97288918495178,10024
3355,40.76800889305947,-73.96845281124115,10065
295,40.71406667,-73.99293911,10002
3304,40.668127,-73.98377641,11215
481,40.71260486,-73.96264403,11249
3294,40.7835016,-73.955327,10128
3231,40.76780080148132,-73.96592080593109,10065
258,40.68940747,-73.96885458,11205
3243,40.75892386377695,-73.96226227283478,10022
120,40.68676793,-73.95928168,11238
3390,40.79329668,-73.9432083,10029
3178,40.78414472,-73.98362492,10024
3155,40.76440023,-73.96648977,10065
3047,40.6823687,-73.944118,11216
276,40.71748752,-74.0104554,10013
3366,40.8021174,-73.9681805305,10025
3402,40.6902375,-73.99203074,11201
3362,40.7781314,-73.96069399,10028
3315,40.6847514,-73.99917254,11231
248,40.72185379,-74.00771779,10013
517,40.751581,-73.97791,10017
3375,40.7699426,-73.96060712,10021
164,40.75323098,-73.97032517,10017
3358,40.6711978,-73.97484126,11215
3159,40.77492513,-73.98266566,10023
3158,40.77163851,-73.98261428,10023
480,40.76669671,-73.99061728,10019
278,40.69766564,-73.98476437,11201
501,40.744219,-73.97121214,10016
524,40.75527307,-73.98316936,10036
3109,40.72606,-73.95621,11222
3341,40.795346,-73.96186,10025
341,40.71782143,-73.97628939,10002
436,40.68216564,-73.95399026,11216
419,40.69580705,-73.97355569,11205
3417,40.6795766,-73.97854971,11217
3283,40.7882213,-73.97041561,10024
3134,40.76312584,-73.96526895,10065
3238,40.77391390238118,-73.9543953537941,10075
3076,40.70870368,-73.9448625,11206
421,40.69573398,-73.97129668,11205
454,40.75455731,-73.96592976,10022
3317,40.6686273,-73.98700053,11215
530,40.771522,-73.990541,10019
3057,40.69128258,-73.9452416,11221
3230,40.751283596962296,-73.99692445993422,10001
238,40.7361967,-74.00859207,10014
3124,40.74731,-73.95451,11101
3302,40.7969347,-73.9643412291,10025
3438,40.772248537721744,-73.95842134952545,10075
3223,40.758996559605116,-73.96865397691727,10022
3120,40.74161,-73.96044,11101
3309,40.7859201,-73.94860294,10029
3073,40.70691254,-73.95441667,11211
388,40.749717753,-74.002950346,10001
3156,40.76663814,-73.95348296,10021
265,40.72229346,-73.99147535,10002
3364,40.6751622,-73.9814832,11215
3108,40.72557,-73.94434,11222
3378,40.773763,-73.96222088,10021
3016,40.72036775298455,-73.96165072917938,11249
365,40.68223166,-73.9614583,11238
3423,40.6610633719006,-73.97945255041122,11215
3091,40.71764,-73.94882,11211
3339,40.6765304,-73.97846879,
315,40.70355377,-74.00670227,10005
2002,40.716887,-73.963198,11249
520,40.75992262,-73.97648516,10019
2009,40.71117444,-73.99682619,10038
400,40.71926081,-73.98178024,10002
153,40.752062307,-73.9816324043,10016
373,40.69331716,-73.95381995,11205
282,40.707644944175705,-73.96841526031494,11249
228,40.7546011026,-73.971878855,10017
3129,40.75110165,-73.94073717,11101
3313,40.6663181,-73.9854617,11215
362,40.75172632,-73.98753523,10018
3090,40.71774592,-73.95600096,11211
3122,40.744363287066875,-73.9558732509613,11101
3224,40.73997354103409,-74.00513872504234,10014
3137,40.77282817,-73.96685276,10021
3117,40.73564,-73.95866,11222
473,40.72110063,-73.9919254,10002
3409,40.6867443,-73.99063168,11201
3354,40.668132,-73.97363831,11215
3346,40.675146838709786,-73.97523209452629,11217
3132,40.76350532,-73.97109243,10022
3412,40.6853761,-73.98302136,11217
3246,40.694281141397326,-73.99230033159256,11201
3407,40.67909799721684,-73.98765474557877,11215
3329,40.6829151,-73.99318208,11231
3374,40.799484,-73.955613,10029
3044,40.6800105,-73.938475,11216
3389,40.6830456,-74.00348559,11231
3342,40.6777748,-74.0094613,11231
3316,40.7989937,-73.9662173778,10025
3411,40.6849668,-73.98620772,11217
3308,40.6861758,-73.99645295,11201
3082,40.71167351,-73.95141312,11211
516,40.75206862,-73.96784384,10017
3382,40.680611,-73.99475825,11231
339,40.72580614,-73.97422494,10009
239,40.69196566,-73.9813018,11201
3367,40.7922553,-73.95249933,10029
386,40.71494807,-74.00234482,10007
3408,40.6881529,-73.99520919,11201
3242,40.69102925677968,-73.99183362722397,11201
244,40.69196035,-73.96536851,11205
316,40.70955958,-74.00653609,10038
3415,40.6793307,-73.97519523,11217
3332,40.681990442707026,-73.99079024791718,11217
3286,40.7806284,-73.9521667,10128
225,40.74195138,-74.00803013,10014
262,40.6917823,-73.9737299,11205
3305,40.78112229934166,-73.94965589046478,10128
360,40.70717936,-74.00887308,10005
344,40.6851443,-73.95380904,11216
3052,40.686312,-73.935775,11221
418,40.70224,-73.982578,11201
289,40.6845683,-73.95881081,11238
3307,40.7941654,-73.974124,10025
143,40.69239502,-73.99337909,
3282,40.78307,-73.95939,10128
389,40.71044554,-73.96525063,11249
3391,40.7892529,-73.93956237,10029
3303,40.6849894,-73.99440329,11231
443,40.70853074,-73.96408963,11211
396,40.680342423,-73.9557689392,11238
3241,40.686203,-73.944694,11216
3351,40.7869946,-73.94164802,10029
3353,40.6747844,-74.01612847,11231
399,40.68851534,-73.9647628,11238
3338,40.7862586,-73.94552579,10029
414,40.70281858,-73.98765762,11201
3424,40.791976,-73.945993,10029
3062,40.69539817,-73.94954908,11206
3320,40.793393,-73.9635556,10025
308,40.71307916,-73.99851193,10038
3319,40.666287,-73.98895053,11215
3363,40.7904828,-73.95033068,10029
3235,40.752165280621966,-73.97992193698882,10017
3115,40.73232194,-73.9550858,11222
311,40.7172274,-73.98802084,10002
3386,40.6809591,-73.99905709,
3324,40.6685455,-73.99333264,11215
483,40.73223272,-73.98889957,10003
3143,40.77682863439968,-73.96388769149779,10075
3300,40.66514681533792,-73.97637605667114,11215
274,40.68691865,-73.976682,11217
3422,40.6859296,-74.00242364,11231
3397,40.6763947,-73.99869893,11231
309,40.7149787,-74.013012,10007
440,40.75255434,-73.97282625,10017
2022,40.759107,-73.959223,10022
3293,40.7921,-73.9739,10025
3348,40.677236,-74.015665,11231
3340,40.6753274,-74.0100698,11231
3381,40.6777287,-73.99364123,11231
3384,40.6787242,-73.99599099,11231
232,40.69597683,-73.99014892,11201
3165,40.77579376683666,-73.9762057363987,10023
243,40.688226,-73.979382,11217
3049,40.68488,-73.96304,11238
401,40.72019576,-73.98997825,10002
3237,40.75383343437622,-73.94267678260802,11101
275,40.68650065,-73.96563307,11238
3046,40.682601,-73.938037,11216
3410,40.6864442,-73.98759104,11217
3327,40.7877214,-73.94728331,10029
3292,40.7857851,-73.957481,10128
430,40.7014851,-73.98656928,11201
3102,40.72179134,-73.9504154,11222
532,40.710451,-73.960876,11211
3297,40.6686627,-73.97988067,11215
3059,40.6933982,-73.939877,11206
3088,40.7160751,-73.952029,11211
3067,40.7016657,-73.9437303,11206
3298,40.686371,-73.99383324,11201
331,40.71173107,-73.99193043,10002
3311,40.68763155,-74.0016256,11231
3072,40.70583339,-73.94644578,11206
242,40.697787,-73.973736,11205
3331,40.8013434,-73.9711457439,10025
3306,40.6662078,-73.98199886,11215
3043,40.6814598,-73.934903,11233
356,40.71622644,-73.98261206,10002
3139,40.77118287540658,-73.96409422159195,10021
321,40.69991755,-73.98971773,11201
3349,40.6729679,-73.97087984,11238
3107,40.72311651,-73.95212324,11211
249,40.71870987,-74.0090009,10013
257,40.71939226,-74.00247214,10013
3249,40.6803560840434,-73.9476791024208,11216
3101,40.72079821,-73.95484712,11249
398,40.69165183,-73.9999786,11201
3403,40.6705135,-73.98876585,11215
3347,40.6773429,-74.01275056,11231
3111,40.7258483,-73.95064893,11222
3041,40.67890679,-73.94142771,11213
3359,40.7691572,-73.96703464,10065
82,40.71117416,-74.00016545,10038
3042,40.6794268,-73.9298911,11233
3116,40.73266,-73.95826,11222
3058,40.69237074,-73.93705428,11221
3085,40.71469,-73.95739,11211
3055,40.6883337,-73.950916,11216
3095,40.71929301,-73.94500379,11222
3080,40.70934,-73.95608,11211
3050,40.6851532,-73.94111,11221
216,40.70037867,-73.99548059,11201
3094,40.7169811,-73.94485918,11211
3121,40.74524768,-73.94733276,11101
2001,40.699773,-73.979927,11201
437,40.6809833854,-73.9500479759,11216
310,40.68926942,-73.98912867,11201
3099,40.72152240339303,-73.94898265600203,11222
119,40.69608941,-73.97803415,11205
3392,40.6812117,-74.00860912,11231
3395,40.6763744,-74.00324957,11231
3420,40.6802133,-73.98432695,11217
3079,40.71103537,-73.94714303,11206
3070,40.70510918,-73.94407279,
534,40.70255065,-74.0127234,10004
3056,40.69072549,-73.95133465,11205
260,40.70365182,-74.01167797,10004
392,40.695065,-73.987167,11201
353,40.68539567,-73.97431458,11217
3071,40.70538077,-73.94976519,11206
3065,40.70029511,-73.95032283,11206
3081,40.711863,-73.944024,11211
3114,40.73165141,-73.96161892,11222
3394,40.6769993,-74.00647134,11231
3440,40.692418292578466,-73.98949474096298,11201
3128,40.75052534,-73.94594845,11101
298,40.68683208,-73.9796772,
3421,40.6843549,-73.98901629,11217
3245,40.64667789889786,-74.01630342006683,11220
3393,40.6794327,-74.00785041,11231
3069,40.70411791,-73.94818595,
3333,40.6747055,-74.0075572,11231
3061,40.69622937,-73.94371094,11206
3180,40.69878,-73.99712,11201
3063,40.69527008,-73.95238108,11206
3330,40.6725058,-74.00494695,11231
3179,40.698617,-73.941342,11206
3221,40.743,-73.93561,11101
3123,40.74469738,-73.93540375,11101
2005,40.70531194,-73.97100056,11251
3017,40.751483,-73.996764,10001
255,40.646768,-74.01651,11220
3075,40.70708701,-73.95796783,11211
3160,40.77896784,-73.97374737,10024
3036,40.51797520038851,-74.0313720703125,
3219,40.729193,-73.976655,10009
3250,40.71690978045965,-73.98383796215057,10002
3405,40.6704836,-73.98208968,11215
3240,0.0,0.0,
3365,40.6703837,-73.97839676,11215
3371,40.674613422475815,-73.98501142859459,11215
3239,40.64653836709648,-74.01658773422241,11220
537,40.74025878,-73.98409214,10010
